,total_rate,580026,600111,600089,600584,600175
09:54:59,1413,47,8,5,9,34
09:55:00,1498,42,8,8,12,32
09:55:01,1452,43,8,8,18,30
09:55:02,1484,38,11,6,6,26
09:55:03,1474,49,13,8,7,36
09:55:04,1435,61,10,10,10,30
09:55:05,1348,40,4,9,5,30
09:55:06,1407,55,7,6,9,27
09:55:07,1435,47,15,10,5,23
09:55:08,1380,39,7,5,12,27
09:55:09,1481,47,8,8,8,39
09:55:10,1451,58,9,10,13,41
09:55:11,1451,63,14,7,10,30
09:55:12,1456,64,4,10,8,31
09:55:13,1463,58,8,5,9,26
09:55:14,1383,40,11,8,8,30
09:55:15,1408,52,10,4,15,31
09:55:16,1351,36,10,12,13,29
09:55:17,1362,43,9,4,8,22
09:55:18,1407,47,13,10,9,19
09:55:19,1447,58,7,12,9,32
09:55:20,1480,41,12,7,9,34
09:55:21,1483,53,8,3,7,32
09:55:22,1449,41,13,11,9,32
09:55:23,1413,64,12,9,10,41
09:55:24,1376,46,12,5,6,27
09:55:25,1399,54,14,8,15,30
09:55:26,1472,44,5,4,11,41
09:55:27,1401,43,12,10,11,33
09:55:28,1396,42,12,11,8,32
09:55:29,1364,39,12,5,9,33
09:55:30,1369,41,10,6,12,20
09:55:31,1426,49,13,6,14,45
09:55:32,1398,45,9,4,12,24
09:55:33,1399,40,10,6,7,29
09:55:34,1366,35,9,4,6,25
09:55:35,1445,44,10,11,13,20
09:55:36,1449,34,13,4,11,24
09:55:37,1465,37,10,8,10,31
09:55:38,1381,43,14,11,11,29
09:55:39,1359,47,9,10,7,23
09:55:40,1360,54,13,7,9,38
09:55:41,1364,51,12,9,9,39
09:55:42,1361,39,8,2,10,33
09:55:43,1391,46,7,8,9,32
09:55:44,1384,35,9,6,9,35
09:55:45,1428,47,13,9,10,27
09:55:46,1352,50,8,3,11,24
09:55:47,1352,49,9,7,11,33
09:55:48,1317,38,11,10,4,24
09:55:49,1305,28,9,7,9,29
09:55:50,1300,37,12,8,10,25
09:55:51,1286,28,6,8,11,21
09:55:52,1299,40,13,8,10,26
09:55:53,1243,44,5,7,11,21
09:55:54,1319,35,12,11,8,25
09:55:55,1218,32,12,9,6,35
09:55:56,1347,46,8,10,11,28
09:55:57,1373,49,9,7,15,26
09:55:58,1318,37,14,8,15,29
09:55:59,1339,35,20,6,13,29
09:56:00,1269,32,11,4,11,31
09:56:01,1274,31,10,3,7,36
09:56:02,1298,37,17,12,6,22
09:56:03,1259,31,12,5,8,29
09:56:04,1345,38,16,15,9,30
09:56:05,1346,39,13,10,8,31
09:56:06,1321,49,13,7,14,34
09:56:07,1341,36,13,3,4,34
09:56:08,1395,45,12,6,8,37
09:56:09,1366,28,13,8,12,23
09:56:10,1294,30,9,10,6,27
09:56:11,1246,23,17,7,4,28
09:56:12,1325,34,8,3,8,28
09:56:13,1243,13,7,6,7,17
09:56:14,1286,23,13,3,4,26
09:56:15,1252,30,13,11,10,24
09:56:16,1336,35,16,5,10,32
09:56:17,1280,31,15,8,5,30
09:56:18,1304,30,18,10,5,26
09:56:19,1217,27,15,6,8,19
09:56:20,1324,30,12,7,6,28
09:56:21,1377,37,12,5,7,25
09:56:22,1299,34,4,8,12,21
09:56:23,1263,35,20,7,8,39
09:56:24,1313,35,15,8,10,21
09:56:25,1300,45,15,9,6,34
09:56:26,1270,37,13,7,11,21
09:56:27,1283,34,11,5,11,40
09:56:28,1395,36,10,6,10,33
09:56:29,1267,22,14,6,10,36
09:56:30,1266,35,19,10,6,34
09:56:31,1265,28,13,4,5,24
09:56:32,1296,37,7,5,9,31
09:56:33,1235,27,7,7,9,23
09:56:34,1323,45,12,9,5,31
09:56:35,1354,28,15,10,11,29
09:56:36,1354,35,18,8,11,39
09:56:37,1476,39,9,9,11,31
09:56:38,1457,35,12,6,12,27
09:56:39,1391,36,14,6,2,29
09:56:40,1457,40,18,6,7,43
09:56:41,1289,31,10,4,4,30
09:56:42,1434,46,17,4,9,30
09:56:43,1287,28,6,5,6,23
09:56:44,1223,41,12,6,8,30
09:56:45,1226,28,15,4,4,32
09:56:46,1230,26,17,5,4,32
09:56:47,1240,36,11,2,5,22
09:56:48,1186,30,17,4,6,19
09:56:49,1213,36,15,5,6,20
09:56:50,1246,35,19,9,8,30
09:56:51,1251,41,20,6,4,27
09:56:52,1272,38,15,6,6,29
09:56:53,1304,44,21,8,4,35
09:56:54,1273,42,15,5,5,30
09:56:55,1228,36,20,6,5,32
09:56:56,1273,30,17,6,9,28
09:56:57,1309,34,22,5,2,34
09:56:58,1235,40,17,10,7,25
09:56:59,1229,25,16,6,8,29
09:57:00,1269,37,17,3,8,33
09:57:01,1350,40,19,3,3,33
09:57:02,1269,35,18,3,7,26
09:57:03,1357,48,21,7,6,35
09:57:04,1286,30,17,4,5,25
09:57:05,1295,28,15,4,5,28
09:57:06,1264,47,14,7,2,26
09:57:07,1300,29,15,3,4,25
09:57:08,1356,47,13,8,6,22
09:57:09,1239,37,22,10,5,18
09:57:10,1306,33,9,7,11,20
09:57:11,1288,36,12,8,8,33
09:57:12,1301,32,24,1,5,21
09:57:13,1345,39,21,10,6,26
09:57:14,1421,28,19,1,3,29
09:57:15,1261,32,22,6,5,24
09:57:16,1242,34,14,9,4,26
09:57:17,1231,29,21,5,8,16
09:57:18,1165,38,15,0,6,32
09:57:19,1276,38,12,5,7,22
09:57:20,1273,29,23,14,7,26
09:57:21,1237,30,25,7,3,29
09:57:22,1238,31,19,4,3,29
09:57:23,1218,36,28,5,3,17
09:57:24,1156,36,24,5,9,18
09:57:25,1231,37,17,3,3,28
09:57:26,1320,42,25,6,5,23
09:57:27,1246,38,23,2,4,20
09:57:28,1284,39,17,5,7,30
09:57:29,1216,31,28,12,3,22
09:57:30,1244,32,16,7,9,27
09:57:31,1181,33,26,5,9,19
09:57:32,1230,42,21,3,7,15
09:57:33,1258,33,19,8,12,14
09:57:34,1320,31,21,9,1,27
09:57:35,1298,22,25,9,6,12
09:57:36,1265,36,22,5,8,31
09:57:37,1262,20,4,2,5,33
09:57:38,1265,35,24,5,5,30
09:57:39,1160,25,19,6,5,17
09:57:40,1221,19,18,7,5,22
09:57:41,1189,23,25,7,6,22
09:57:42,1202,19,16,8,9,24
09:57:43,1205,23,14,6,3,22
09:57:44,1217,20,27,4,7,15
09:57:45,1298,24,27,11,8,14
09:57:46,1320,27,20,9,7,37
09:57:47,1305,23,20,4,4,20
09:57:48,1331,30,37,10,6,23
09:57:49,1232,20,19,6,8,20
09:57:50,1196,18,23,4,4,21
09:57:51,1213,21,29,6,5,27
09:57:52,1213,19,19,4,5,27
09:57:53,1205,21,24,6,9,21
09:57:54,1333,27,31,12,4,26
09:57:55,1258,36,25,7,7,23
09:57:56,1331,24,38,5,12,20
09:57:57,1267,26,30,6,2,30
09:57:58,1231,21,25,4,4,30
09:57:59,1304,16,32,5,6,23
09:58:00,1304,27,31,10,6,15
09:58:01,1359,35,25,7,10,22
09:58:02,1331,35,27,5,6,22
09:58:03,1321,28,41,9,5,22
09:58:04,1263,27,22,12,9,24
09:58:05,1302,35,35,6,10,21
09:58:06,1358,27,21,5,10,24
09:58:07,1240,34,39,6,4,22
09:58:08,1324,20,27,8,4,25
09:58:09,1383,33,31,6,14,18
09:58:10,1305,25,20,5,6,19
09:58:11,1310,24,30,5,11,25
09:58:12,1256,21,27,6,4,16
09:58:13,1279,29,36,6,4,22
09:58:14,1316,24,31,12,3,23
09:58:15,1423,23,33,8,7,24
09:58:16,1274,16,16,7,4,16
09:58:17,1268,26,32,3,9,23
09:58:18,1386,24,32,10,11,23
09:58:19,1359,25,20,6,6,15
09:58:20,1327,26,30,8,5,20
09:58:21,1288,23,17,4,5,23
09:58:22,1346,29,38,10,3,15
09:58:23,1252,28,37,4,8,20
09:58:24,1329,28,31,12,4,20
09:58:25,1286,27,23,7,5,29
09:58:26,1349,31,36,13,7,18
09:58:27,1317,23,31,13,4,18
09:58:28,1389,26,30,16,7,24
09:58:29,1311,31,28,5,9,19
09:58:30,1374,19,37,9,6,14
09:58:31,1322,20,33,9,2,17
09:58:32,1263,31,22,9,2,15
09:58:33,1260,27,28,5,7,20
09:58:34,1217,27,30,5,7,23
09:58:35,1326,25,24,13,8,15
09:58:36,1241,34,28,7,3,11
09:58:37,1300,26,19,12,6,16
09:58:38,1312,32,29,6,8,17
09:58:39,1340,29,32,5,3,19
09:58:40,1303,41,28,10,5,11
09:58:41,1349,36,31,12,4,21
09:58:42,1310,31,20,13,2,19
09:58:43,1301,30,23,9,1,25
09:58:44,1326,31,21,6,9,15
09:58:45,1301,29,27,7,9,12
09:58:46,1295,44,28,4,5,16
09:58:47,1304,44,22,9,6,11
09:58:48,1268,36,28,15,7,14
09:58:49,1376,43,29,5,8,13
09:58:50,1340,45,22,4,7,19
09:58:51,1318,46,30,5,6,17
09:58:52,1366,42,27,11,5,15
09:58:53,1309,43,27,7,6,14
09:58:54,1353,36,31,6,1,23
09:58:55,1389,49,21,10,4,18
09:58:56,1289,33,23,6,6,12
09:58:57,1232,36,31,13,4,13
09:58:58,1340,44,25,8,8,13
09:58:59,1282,50,27,5,6,20
09:59:00,1304,54,24,9,7,22
09:59:01,1383,48,37,9,6,20
09:59:02,1399,50,36,9,5,21
09:59:03,1324,52,27,6,9,16
09:59:04,1316,45,18,8,11,20
09:59:05,1331,36,31,11,9,22
09:59:06,1295,49,30,9,6,21
09:59:07,1276,53,39,10,8,12
09:59:08,1330,47,34,7,6,18
09:59:09,1359,41,26,16,14,16
09:59:10,1320,41,35,9,9,8
09:59:11,1395,43,31,14,10,17
09:59:12,1383,45,38,7,11,17
09:59:13,1375,45,30,8,5,8
09:59:14,1449,42,41,4,11,15
09:59:15,1327,43,23,5,5,12
09:59:16,1247,42,30,4,11,11
09:59:17,1268,36,14,13,6,11
09:59:18,1308,31,36,12,7,16
09:59:19,1276,32,36,3,3,21
09:59:20,1380,39,40,11,9,16
09:59:21,1331,38,37,7,4,11
09:59:22,1343,31,35,2,11,12
09:59:23,1365,40,41,10,3,10
09:59:24,1394,31,51,5,8,10
09:59:25,1354,28,36,10,12,19
09:59:26,1384,34,47,8,3,7
09:59:27,1409,38,32,15,6,15
09:59:28,1360,36,50,6,9,24
09:59:29,1230,32,31,8,10,16
09:59:30,1280,38,43,12,7,11
09:59:31,1221,29,41,13,9,22
09:59:32,1240,33,35,10,13,11
09:59:33,1276,31,40,12,8,12
09:59:34,1358,33,40,4,8,11
09:59:35,1359,30,35,11,4,16
09:59:36,1320,34,32,17,4,7
09:59:37,1337,28,46,5,8,13
09:59:38,1326,35,38,16,6,7
09:59:39,1346,37,32,10,6,8
09:59:40,1404,40,23,10,4,13
09:59:41,1401,45,40,6,5,13
09:59:42,1411,44,45,9,5,13
09:59:43,1303,31,29,5,9,10
09:59:44,1294,36,43,10,5,12
09:59:45,1302,24,50,12,7,18
09:59:46,1346,36,40,9,11,13
09:59:47,1314,27,42,8,5,11
09:59:48,1373,24,56,10,6,14
09:59:49,1285,29,29,12,6,16
09:59:50,1302,31,36,12,16,18
09:59:51,1383,34,43,13,7,15
09:59:52,1365,31,44,11,10,20
09:59:53,1354,33,50,15,9,18
09:59:54,1360,31,47,8,11,18
09:59:55,1409,30,36,11,11,24
09:59:56,1380,28,34,7,10,18
09:59:57,1360,24,50,6,8,19
09:59:58,1342,33,42,12,4,13
09:59:59,1354,28,41,9,11,7
10:00:00,1472,29,42,10,9,16
10:00:01,1363,26,44,7,5,10
10:00:02,1293,24,29,6,6,8
10:00:03,1372,27,31,6,5,20
10:00:04,1392,24,48,10,7,10
10:00:05,1382,30,40,8,8,13
10:00:06,1348,29,44,10,7,13
10:00:07,1515,45,56,9,6,15
10:00:08,1390,35,46,11,9,9
10:00:09,1333,23,41,11,10,12
10:00:10,1379,31,37,7,8,10
10:00:11,1289,37,28,6,6,11
10:00:12,1333,24,36,12,6,9
10:00:13,1281,28,37,14,5,13
10:00:14,1331,18,30,10,8,13
10:00:15,1326,28,43,12,9,10
10:00:16,1349,33,44,9,9,11
10:00:17,1375,30,49,10,10,12
10:00:18,1362,35,44,7,12,14
10:00:19,1425,38,40,16,9,16
10:00:20,1386,34,46,17,12,13
10:00:21,1365,31,30,12,9,14
10:00:22,1377,36,41,12,9,7
10:00:23,1386,31,40,12,7,13
10:00:24,1344,32,38,7,10,9
10:00:25,1338,37,31,15,10,10
10:00:26,1350,22,33,17,8,12
10:00:27,1291,30,35,9,12,13
10:00:28,1302,22,44,7,8,12
10:00:29,1272,25,36,11,8,5
10:00:30,1275,35,36,6,10,13
10:00:31,1313,29,37,7,6,11
10:00:32,1410,27,46,9,6,15
10:00:33,1410,37,42,15,7,9
10:00:34,1436,28,38,7,6,18
10:00:35,1361,34,44,7,6,12
10:00:36,1293,12,36,7,10,6
10:00:37,1369,28,50,9,8,16
10:00:38,1430,26,42,9,16,13
10:00:39,1317,29,34,4,12,15
10:00:40,1303,17,52,7,8,17
10:00:41,1282,21,31,7,7,7
10:00:42,1416,37,43,12,7,14
10:00:43,1399,19,50,18,3,5
10:00:44,1416,18,37,11,9,10
10:00:45,1345,26,48,10,5,10
10:00:46,1345,26,34,12,11,12
10:00:47,1253,33,43,14,13,21
10:00:48,1357,25,32,15,5,7
10:00:49,1353,30,43,8,10,14
10:00:50,1378,26,46,13,10,12
10:00:51,1344,27,54,10,6,13
10:00:52,1367,45,52,4,5,5
10:00:53,1324,25,43,10,7,11
10:00:54,1301,17,44,12,12,10
10:00:55,1387,17,37,10,7,11
10:00:56,1365,22,42,10,5,16
10:00:57,1334,21,45,10,8,10
10:00:58,1307,18,39,6,10,7
10:00:59,1386,27,34,7,8,15
10:01:00,1317,15,50,12,6,16
10:01:01,1398,13,50,15,8,13
10:01:02,1389,29,51,9,8,10
10:01:03,1397,28,51,8,10,12
10:01:04,1312,30,53,4,9,12
10:01:05,1403,33,41,9,14,11
10:01:06,1346,22,47,10,12,9
10:01:07,1381,16,53,7,7,11
10:01:08,1340,20,34,13,9,8
10:01:09,1389,27,54,9,8,10
10:01:10,1411,24,57,16,9,12
10:01:11,1426,19,61,12,6,11
10:01:12,1405,32,52,14,9,17
10:01:13,1448,28,58,15,10,12
10:01:14,1385,28,48,11,16,8
10:01:15,1351,41,40,10,9,10
10:01:16,1416,29,50,9,12,14
10:01:17,1390,27,52,9,7,16
10:01:18,1355,29,45,12,12,12
10:01:19,1379,30,44,7,5,14
10:01:20,1292,30,46,14,9,14
10:01:21,1393,29,52,6,16,14
10:01:22,1348,26,50,11,10,9
10:01:23,1402,19,44,12,11,12
10:01:24,1313,23,31,11,8,19
10:01:25,1358,15,37,12,7,14
10:01:26,1444,35,41,10,10,20
10:01:27,1505,32,32,8,12,18
10:01:28,1404,21,40,9,12,14
10:01:29,1355,27,53,14,9,6
10:01:30,1383,28,40,11,12,15
10:01:31,1403,36,38,7,10,17
10:01:32,1370,35,37,7,10,19
10:01:33,1344,21,42,15,2,17
10:01:34,1351,24,34,3,11,11
10:01:35,1280,23,29,12,9,20
10:01:36,1380,26,32,10,9,16
10:01:37,1466,27,47,11,15,11
10:01:38,1381,28,50,10,14,10
10:01:39,1400,26,53,15,9,9
10:01:40,1398,19,38,10,15,8
10:01:41,1497,31,26,8,17,15
10:01:42,1538,25,43,5,14,19
10:01:43,1412,22,29,10,11,13
10:01:44,1369,32,43,12,12,16
10:01:45,1443,22,40,17,19,12
10:01:46,1392,26,49,13,13,17
10:01:47,1404,26,41,13,14,8
10:01:48,1410,36,47,17,11,16
10:01:49,1354,31,52,6,18,16
10:01:50,1332,27,31,6,17,11
10:01:51,1336,26,39,7,14,13
10:01:52,1380,23,43,9,14,18
10:01:53,1418,20,49,5,13,21
10:01:54,1294,26,53,9,14,20
10:01:55,1377,30,37,5,16,9
10:01:56,1447,22,58,10,17,16
10:01:57,1470,24,50,11,12,12
10:01:58,1506,22,43,7,13,18
10:01:59,1502,27,43,8,16,15
10:02:00,1308,16,37,10,11,12
10:02:01,1360,24,48,10,19,12
10:02:02,1327,28,48,8,18,16
10:02:03,1287,25,50,5,18,17
10:02:04,1357,24,37,4,16,18
10:02:05,1349,19,43,5,12,9
10:02:06,1307,42,50,6,14,7
10:02:07,1351,27,51,7,12,13
10:02:08,1387,15,49,12,17,10
10:02:09,1406,29,57,7,15,15
10:02:10,1424,24,50,13,15,6
10:02:11,1421,28,54,11,19,22
10:02:12,1315,25,44,12,16,10
10:02:13,1387,22,55,10,16,16
10:02:14,1295,33,39,6,17,16
10:02:15,1278,28,37,14,13,18
10:02:16,1305,24,34,13,14,15
10:02:17,1305,22,41,3,17,12
10:02:18,1328,28,41,11,17,20
10:02:19,1326,32,43,8,11,12
10:02:20,1340,24,42,7,11,9
10:02:21,1322,17,43,13,19,11
10:02:22,1377,32,46,8,13,24
10:02:23,1366,23,38,13,13,11
10:02:24,1368,18,59,8,14,10
10:02:25,1307,26,36,12,10,13
10:02:26,1276,25,33,12,12,16
10:02:27,1301,24,37,13,8,15
10:02:28,1323,26,37,7,12,11
10:02:29,1297,22,38,12,9,11
10:02:30,1301,25,34,11,12,14
10:02:31,1332,29,52,9,13,13
10:02:32,1324,30,40,13,14,6
10:02:33,1364,19,35,11,23,14
10:02:34,1309,17,29,12,15,15
10:02:35,1265,20,35,5,12,10
10:02:36,1401,15,37,8,14,13
10:02:37,1453,39,28,13,16,20
10:02:38,1297,33,43,9,14,9
10:02:39,1318,34,40,11,14,19
10:02:40,1336,27,43,13,9,22
10:02:41,1342,19,50,10,9,18
10:02:42,1308,20,47,7,17,16
10:02:43,1325,22,45,14,9,15
10:02:44,1261,22,41,9,10,9
10:02:45,1360,24,34,7,13,11
10:02:46,1362,24,45,6,17,11
10:02:47,1327,28,28,3,13,13
10:02:48,1334,20,39,6,9,15
10:02:49,1396,19,47,6,16,24
10:02:50,1334,34,56,5,12,15
10:02:51,1378,24,59,8,11,20
10:02:52,1309,32,49,7,14,24
10:02:53,1315,22,52,8,13,14
10:02:54,1376,30,58,7,9,21
10:02:55,1362,31,41,8,14,22
10:02:56,1337,21,42,11,10,19
10:02:57,1332,26,44,8,16,22
10:02:58,1413,28,67,11,10,15
10:02:59,1370,21,60,13,12,21
10:03:00,1235,25,51,8,16,12
10:03:01,1332,23,49,6,11,21
10:03:02,1295,11,61,6,11,25
10:03:03,1332,20,58,8,13,17
10:03:04,1424,33,60,7,10,13
10:03:05,1367,28,53,7,10,16
10:03:06,1362,31,68,3,12,8
10:03:07,1300,26,62,12,15,16
10:03:08,1323,22,57,5,11,15
10:03:09,1308,40,53,6,12,17
10:03:10,1286,33,53,9,5,21
10:03:11,1254,43,46,10,14,16
10:03:12,1254,23,52,6,14,20
10:03:13,1302,23,44,8,8,23
10:03:14,1266,32,52,5,9,23
10:03:15,1315,24,43,7,13,10
10:03:16,1353,18,60,11,9,13
10:03:17,1265,17,54,9,15,16
10:03:18,1269,22,59,3,9,23
10:03:19,1365,27,56,6,14,24
10:03:20,1324,23,61,5,14,16
10:03:21,1301,28,50,5,11,22
10:03:22,1359,41,65,2,13,11
10:03:23,1322,36,51,7,12,19
10:03:24,1304,22,63,8,10,12
10:03:25,1273,20,55,6,15,10
10:03:26,1342,32,61,8,9,25
10:03:27,1379,21,56,9,11,15
10:03:28,1353,19,61,11,12,19
10:03:29,1291,24,63,9,12,15
10:03:30,1298,19,58,9,6,14
10:03:31,1284,18,47,5,13,16
10:03:32,1267,24,59,8,10,17
10:03:33,1291,27,62,10,8,19
10:03:34,1268,23,59,3,7,22
10:03:35,1287,23,59,5,13,18
10:03:36,1430,19,65,9,16,13
10:03:37,1351,22,62,9,18,17
10:03:38,1351,29,47,8,13,20
10:03:39,1241,14,50,4,9,16
10:03:40,1276,17,50,7,10,14
10:03:41,1199,13,52,6,6,15
10:03:42,1191,16,52,6,11,17
10:03:43,1232,23,38,7,16,19
10:03:44,1308,21,52,8,12,16
10:03:45,1339,23,44,8,11,17
10:03:46,1321,19,51,8,10,18
10:03:47,1327,23,61,7,8,19
10:03:48,1304,25,61,12,11,12
10:03:49,1393,20,74,11,10,23
10:03:50,1292,28,43,7,5,20
10:03:51,1315,19,46,9,7,22
10:03:52,1270,22,61,11,7,15
10:03:53,1298,17,52,5,6,17
10:03:54,1253,18,45,9,8,19
10:03:55,1313,26,57,16,10,12
10:03:56,1261,28,54,8,14,4
10:03:57,1264,23,52,10,10,12
10:03:58,1287,22,55,4,12,19
10:03:59,1228,34,54,14,10,10
10:04:00,1275,31,52,6,6,19
10:04:01,1380,39,59,5,8,23
10:04:02,1276,36,65,14,13,29
10:04:03,1273,29,34,5,12,12
10:04:04,1301,31,46,11,12,15
10:04:05,1288,33,55,6,12,15
10:04:06,1352,38,55,9,11,15
10:04:07,1285,24,46,11,14,23
10:04:08,1298,19,41,6,13,23
10:04:09,1319,38,34,8,6,17
10:04:10,1283,24,35,7,8,24
10:04:11,1290,21,38,12,8,10
10:04:12,1365,35,57,13,10,14
10:04:13,1276,22,41,7,13,10
10:04:14,1280,22,45,9,12,10
10:04:15,1297,22,36,8,12,16
10:04:16,1274,12,46,8,9,13
10:04:17,1285,16,55,15,7,8
10:04:18,1233,21,45,4,8,12
10:04:19,1223,20,56,8,7,11
10:04:20,1330,24,55,8,9,17
10:04:21,1251,17,47,6,13,15
10:04:22,1294,15,54,10,4,20
10:04:23,1289,17,53,10,6,15
10:04:24,1272,19,41,3,9,15
10:04:25,1228,19,53,12,6,16
10:04:26,1290,16,42,4,5,14
10:04:27,1302,21,49,3,13,11
10:04:28,1324,13,44,9,6,8
10:04:29,1381,28,40,6,9,20
10:04:30,1306,24,43,5,7,15
10:04:31,1315,25,46,9,4,20
10:04:32,1299,22,40,7,4,12
10:04:33,1305,18,48,9,9,16
10:04:34,1263,25,40,5,7,14
10:04:35,1293,23,35,8,7,9
10:04:36,1309,31,40,7,9,12
10:04:37,1280,28,42,9,4,22
10:04:38,1278,21,38,8,7,11
10:04:39,1311,19,47,8,8,10
10:04:40,1288,27,42,9,6,11
10:04:41,1237,16,34,6,8,22
10:04:42,1325,24,38,5,7,10
10:04:43,1294,21,41,5,11,20
10:04:44,1358,20,41,9,8,8
10:04:45,1302,23,40,3,6,9
10:04:46,1299,21,41,2,7,12
10:04:47,1200,23,39,9,5,15
10:04:48,1248,25,40,15,10,8
10:04:49,1284,17,51,8,11,7
10:04:50,1192,17,34,4,4,10
10:04:51,1272,17,49,9,6,10
10:04:52,1363,19,48,15,11,18
10:04:53,1307,23,43,9,5,11
10:04:54,1369,16,39,8,12,19
10:04:55,1255,36,30,8,12,11
10:04:56,1300,23,39,5,12,8
10:04:57,1265,22,40,3,11,14
10:04:58,1291,12,33,6,5,10
10:04:59,1216,19,29,12,9,16
10:05:00,1280,23,36,4,9,10
10:05:01,1266,35,36,10,5,11
10:05:02,1225,21,25,7,12,12
10:05:03,1208,22,40,10,6,9
10:05:04,1294,17,42,11,10,14
10:05:05,1310,25,34,11,5,12
10:05:06,1148,12,36,6,4,15
10:05:07,1213,22,42,2,8,8
10:05:08,1206,15,41,3,8,18
10:05:09,1228,23,39,8,4,5
10:05:10,1267,17,51,5,10,11
10:05:11,1255,17,38,8,9,11
10:05:12,1284,21,41,10,7,19
10:05:13,1189,11,38,7,10,12
10:05:14,1230,13,40,11,6,16
10:05:15,1304,19,46,5,11,11
10:05:16,1243,18,46,9,8,13
10:05:17,1353,23,40,7,11,15
10:05:18,1235,17,42,7,4,12
10:05:19,1312,19,39,11,9,17
10:05:20,1274,11,36,3,9,13
10:05:21,1282,22,46,5,10,13
10:05:22,1238,18,37,8,8,17
10:05:23,1279,18,31,4,5,16
10:05:24,1270,16,37,5,10,13
10:05:25,1233,15,28,6,8,12
10:05:26,1265,16,44,8,3,12
10:05:27,1221,23,39,5,10,10
10:05:28,1226,11,46,3,8,12
10:05:29,1259,20,38,9,6,9
10:05:30,1281,13,43,7,8,15
10:05:31,1216,18,51,4,10,5
10:05:32,1180,11,38,8,9,12
10:05:33,1250,16,45,6,5,10
10:05:34,1279,26,40,8,5,22
10:05:35,1322,18,44,10,8,15
10:05:36,1366,24,38,13,9,13
10:05:37,1304,24,37,8,8,12
10:05:38,1327,16,38,7,8,8
10:05:39,1363,20,37,7,11,21
10:05:40,1198,21,43,12,4,12
10:05:41,1242,15,45,7,9,4
10:05:42,1186,18,33,13,5,7
10:05:43,1214,14,34,6,5,10
10:05:44,1191,14,34,7,6,11
10:05:45,1251,18,29,5,3,7
10:05:46,1225,26,24,5,4,9
10:05:47,1316,29,28,8,6,4
10:05:48,1267,19,27,12,7,12
10:05:49,1264,26,40,14,10,12
10:05:50,1231,23,33,13,9,6
10:05:51,1228,33,28,7,6,10
10:05:52,1214,31,37,7,7,6
10:05:53,1203,24,37,11,2,14
10:05:54,1183,26,32,4,5,6
10:05:55,1213,27,42,7,7,9
10:05:56,1237,24,34,8,5,12
10:05:57,1190,17,30,10,4,7
10:05:58,1263,20,37,8,3,11
10:05:59,1342,20,40,6,8,7
10:06:00,1191,26,34,7,7,13
10:06:01,1286,29,36,10,5,15
10:06:02,1270,17,29,9,4,8
10:06:03,1319,24,48,14,5,9
10:06:04,1208,19,38,14,6,7
10:06:05,1201,25,33,10,7,9
10:06:06,1218,25,27,11,6,10
10:06:07,1255,28,27,16,2,5
10:06:08,1324,23,40,15,7,7
10:06:09,1208,22,30,11,6,12
10:06:10,1415,33,39,19,10,10
10:06:11,1292,25,25,12,8,9
10:06:12,1245,32,31,11,6,12
10:06:13,1306,26,41,14,8,10
10:06:14,1298,13,32,5,4,7
10:06:15,1155,24,21,9,3,9
10:06:16,1234,21,36,14,5,5
10:06:17,1298,28,31,11,8,8
10:06:18,1291,26,38,11,7,9
10:06:19,1269,28,30,12,2,6
10:06:20,1353,23,31,11,7,10
10:06:21,1212,16,31,9,2,11
10:06:22,1304,24,43,11,4,13
10:06:23,1244,23,29,11,5,17
10:06:24,1190,24,31,14,9,9
10:06:25,1286,29,29,16,5,9
10:06:26,1274,25,34,8,6,9
10:06:27,1223,24,20,11,4,4
10:06:28,1215,15,23,13,6,9
10:06:29,1223,25,32,8,6,5
10:06:30,1255,16,19,10,12,8
10:06:31,1259,28,26,11,5,4
10:06:32,1261,16,28,13,3,12
10:06:33,1286,21,26,10,11,11
10:06:34,1217,12,26,13,4,16
10:06:35,1212,16,27,11,7,12
10:06:36,1185,17,26,13,3,3
10:06:37,1237,11,21,12,5,9
10:06:38,1201,13,27,14,9,7
10:06:39,1252,18,25,9,9,7
10:06:40,1185,9,25,9,7,15
10:06:41,1293,20,30,11,3,10
10:06:42,1279,24,27,15,7,7
10:06:43,1281,20,26,11,3,8
10:06:44,1163,25,15,9,4,11
10:06:45,1232,15,26,15,4,6
10:06:46,1271,11,46,19,3,4
10:06:47,1323,20,27,17,8,17
10:06:48,1225,20,28,12,6,12
10:06:49,1251,12,25,10,3,8
10:06:50,1247,20,24,15,5,9
10:06:51,1266,9,31,12,5,9
10:06:52,1226,19,30,10,6,9
10:06:53,1249,21,22,15,5,8
10:06:54,1201,23,15,14,6,7
10:06:55,1288,25,36,9,2,13
10:06:56,1285,17,31,12,4,8
10:06:57,1310,17,30,14,5,10
10:06:58,1294,15,29,10,6,8
10:06:59,1258,16,25,11,3,12
10:07:00,1355,25,37,10,7,8
10:07:01,1263,23,23,11,5,10
10:07:02,1275,18,29,9,5,5
10:07:03,1296,22,37,9,5,14
10:07:04,1210,21,26,10,11,10
10:07:05,1247,27,32,7,2,13
10:07:06,1284,13,25,13,6,12
10:07:07,1267,19,26,16,6,8
10:07:08,1286,15,30,8,2,9
10:07:09,1225,22,29,8,1,8
10:07:10,1235,17,35,9,7,9
10:07:11,1241,17,26,5,3,6
10:07:12,1209,22,19,12,8,7
10:07:13,1231,14,35,13,3,12
